country,variable,age,pop,countryname,shortname,simpledes,technicaldes,shorttype,longtype,shortpop,longpop,shortage,longage,unit,extrapolation,data_points
BR,accmhni992,992,i,Brazil,Consumption of fixed capital attributable to mixed income,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,accmhni999,999,i,Brazil,Consumption of fixed capital attributable to mixed income,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,accmhoi992,992,i,Brazil,Consumption of fixed capital attributable to mixed income,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,accmhoi999,999,i,Brazil,Consumption of fixed capital attributable to mixed income,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,accshni992,992,i,Brazil,Consumption of fixed capital attributable to operating surplus,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,accshni999,999,i,Brazil,Consumption of fixed capital attributable to operating surplus,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,accshoi992,992,i,Brazil,Consumption of fixed capital attributable to operating surplus,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,accshoi999,999,i,Brazil,Consumption of fixed capital attributable to operating surplus,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfccoi992,992,i,Brazil,Consumption of fixed capital of corporations,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfccoi999,999,i,Brazil,Consumption of fixed capital of corporations,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfcfci992,992,i,Brazil,Consumption of fixed capital of financial coporations,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfcfci999,999,i,Brazil,Consumption of fixed capital of financial coporations,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfcgoi992,992,i,Brazil,Consumption of fixed capital of the general goverment,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfcgoi999,999,i,Brazil,Consumption of fixed capital of the general goverment,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfchni992,992,i,Brazil,Consumption of fixed capital of households and NPISH,,[Consumption of fixed capital of households and NPISH]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income],Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfchni999,999,i,Brazil,Consumption of fixed capital of households and NPISH,,[Consumption of fixed capital of households and NPISH]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income],Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfchoi992,992,i,Brazil,Consumption of fixed capital of households,,[Consumption of fixed capital of households]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income],Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfchoi999,999,i,Brazil,Consumption of fixed capital of households,,[Consumption of fixed capital of households]=[Consumption of fixed capital attributable to operating surplus]+[Consumption of fixed capital attributable to mixed income],Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfcnfi992,992,i,Brazil,Consumption of fixed capital of non-financial coporations,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfcnfi999,999,i,Brazil,Consumption of fixed capital of non-financial coporations,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acfcnpi992,992,i,Brazil,Consumption of fixed capital of NPISH,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acfcnpi999,999,i,Brazil,Consumption of fixed capital of NPISH,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acolgoi992,992,i,Brazil,Collective consumption expenditure,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acolgoi999,999,i,Brazil,Collective consumption expenditure,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acomhni992,992,i,Brazil,Compensation of employees ,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
BR,acomhni999,999,i,Brazil,Compensation of employees ,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,All Ages,The population is comprised of individuals of all ages.,BRL,,
BR,acomhoi992,992,i,Brazil,Compensation of employees of households,,,Average,Average income or wealth between two percentiles. When the associated percentile is of the form 'pX', intermediary average returns the average between percentile pX and the next consecutive percentile. When the associated percentile is of the form 'pXpY', the variable returns the average between percentiles pX and pY.,individuals,The base unit is the individual (rather than the household). This is equivalent to assuming no sharing of resources within couples.,Adults,The population is comprised of individuals over age 20.,BRL,,
